Wavelength [nm]    	Intensity [counts]
405.531524658203125	978.77056884765625
405.74658203125    	613.10516357421875
405.96160888671875 	1155.50390625
406.1766357421875  	742.8577880859375
406.39166259765625 	329.429931640625
406.606658935546875	879.5184326171875
406.8216552734375  	827.67169189453125
407.036651611328125	666.34393310546875
407.251617431640625	989.31353759765625
407.466583251953125	556.57635498046875
407.681549072265625	685.48883056640625
407.896484375      	241.1058807373046875
408.111419677734375	103.7666778564453125
408.326324462890625	128.6895294189453125
408.541259765625   	1215.285400390625
408.756134033203125	509.57037353515625
408.971038818359375	961.89569091796875
409.1859130859375  	734.36480712890625
409.400787353515625	1261.3724365234375
409.615631103515625	362.751312255859375
409.830474853515625	476.41009521484375
410.045318603515625	404.61883544921875
410.2601318359375  	488.18072509765625
410.4749755859375  	111.3542938232421875
410.68975830078125 	646.1234130859375
410.904541015625   	587.51953125
411.11932373046875 	73.39502716064453125
411.3341064453125  	424.9947509765625
411.548858642578125	555.5087890625
411.76361083984375 	844.60955810546875
411.978363037109375	1170.1953125
412.193084716796875	759.83734130859375
412.407806396484375	127.60640716552734375
412.62249755859375 	37.55597686767578125
412.83721923828125 	1037.772705078125
413.0518798828125  	794.8310546875
413.266571044921875	1010.390380859375
413.481231689453125	553.37359619140625
413.69586181640625 	552.30596923828125
413.9105224609375  	289.609710693359375
414.125152587890625	359.528289794921875
414.33978271484375 	287.455718994140625
414.55438232421875 	483.9010009765625
414.76898193359375 	947.123779296875
414.98358154296875 	564.04815673828125
415.198150634765625	95.09252166748046875
415.4127197265625  	514.91552734375
415.62725830078125 	478.550567626953125
415.841796875      	535.21868896484375
416.05633544921875 	730.1175537109375
416.2708740234375  	544.8314208984375
416.485382080078125	787.41107177734375
416.69989013671875 	740.7347412109375
416.91436767578125 	570.45111083984375
417.12884521484375 	446.428314208984375
417.34332275390625 	785.290771484375
417.557769775390625	664.21600341796875
417.772216796875   	603.512939453125
417.986663818359375	734.36480712890625
418.201080322265625	750.287353515625
418.415496826171875	121.106719970703125
418.629913330078125	688.6785888671875
418.84429931640625 	674.8541259765625
419.058685302734375	903.8287353515625
419.273040771484375	390.66949462890625
419.487396240234375	1059.8746337890625
419.701751708984375	865.77056884765625
419.91607666015625 	1521.2442626953125
420.13043212890625 	441.071319580078125
420.3447265625     	473.199188232421875
420.559051513671875	258.361053466796875
420.773345947265625	364.899810791015625
420.98760986328125 	634.41107177734375
421.201904296875   	686.5521240234375
421.4161376953125  	580.05322265625
421.630401611328125	468.917388916015625
421.844635009765625	421.77838134765625
422.058868408203125	608.84228515625
422.2730712890625  	-58.2520294189453125
422.4873046875     	600.31488037109375
422.70147705078125 	535.21868896484375
422.915679931640625	665.280029296875
423.129852294921875	618.43292236328125
423.343994140625   	178.4678192138671875
423.55816650390625 	279.91546630859375
423.772308349609375	354.155853271484375
423.986419677734375	533.0821533203125
424.2005615234375  	559.77874755859375
424.4146728515625  	814.96282958984375
424.628753662109375	574.71905517578125
424.84283447265625 	896.43170166015625
425.056915283203125	1193.27099609375
425.27099609375    	264.829071044921875
425.48504638671875 	96.17694091796875
425.699066162109375	317.597137451171875
425.913116455078125	1170.1953125
426.12713623046875 	846.72625732421875
426.34112548828125 	491.39007568359375
426.55511474609375 	622.69451904296875
426.76910400390625 	605.644775390625
426.98309326171875 	781.04986572265625
427.197052001953125	685.48883056640625
427.4110107421875  	906.99835205078125
427.62493896484375 	1490.015380859375
427.8388671875     	533.0821533203125
428.05279541015625 	632.28106689453125
428.2667236328125  	418.561737060546875
428.480621337890625	908.054931640625
428.69451904296875 	230.31610107421875
428.90838623046875 	-233.3685760498046875
429.12225341796875 	674.8541259765625
429.336090087890625	523.4658203125
429.5499267578125  	412.127349853515625
429.763763427734375	527.7401123046875
429.97760009765625 	1290.673583984375
430.19140625       	847.7845458984375
430.40521240234375 	758.7763671875
430.618988037109375	-105.1957550048828125
430.832763671875   	670.59930419921875
431.046539306640625	229.2368927001953125
431.260284423828125	828.73052978515625
431.474029541015625	609.90802001953125
431.687744140625   	874.2314453125
431.9014892578125  	518.12213134765625
432.11517333984375 	590.71881103515625
432.328887939453125	356.304931640625
432.542572021484375	454.99749755859375
432.756256103515625	777.86883544921875
432.96990966796875 	-21.193887710571289062
433.183563232421875	311.140899658203125
433.397216796875   	1139.7569580078125
433.61083984375    	67.9679412841796875
433.824462890625   	810.72552490234375
434.0380859375     	624.82513427734375
434.251678466796875	606.71063232421875
434.46527099609375 	506.36285400390625
434.6788330078125  	179.5489654541015625
434.89239501953125 	576.85284423828125
435.10595703125    	33.20859527587890625
435.319488525390625	424.9947509765625
435.53302001953125 	824.494873046875
435.746551513671875	597.11651611328125
435.960052490234375	-324.700469970703125
436.173553466796875	1297.9957275390625
436.38702392578125 	655.70306396484375
436.60052490234375 	814.96282958984375
436.813995361328125	1248.808349609375
437.027435302734375	353.08123779296875
437.240875244140625	665.280029296875
437.454315185546875	82.07611083984375
437.667724609375   	955.5655517578125
437.881134033203125	1113.4979248046875
438.09454345703125 	452.855438232421875
438.30792236328125 	573.65216064453125
438.52130126953125 	1576.36328125
438.734649658203125	630.1510009765625
438.947998046875   	721.62139892578125
439.161346435546875	518.12213134765625
439.37469482421875 	895.3748779296875
439.5880126953125  	894.3179931640625
439.801300048828125	799.07025146484375
440.01458740234375 	636.5408935546875
440.227874755859375	917.56201171875
440.441162109375   	873.1739501953125
440.6544189453125  	1052.5087890625
440.86767578125    	696.1201171875
441.080902099609375	67.9679412841796875
441.29412841796875 	977.71612548828125
441.507354736328125	582.1866455078125
441.720550537109375	355.23040771484375
441.933746337890625	1050.4039306640625
442.146942138671875	443.214202880859375
442.360107421875   	358.453887939453125
442.573272705078125	789.53125
442.786407470703125	82.07611083984375
442.99957275390625 	737.5499267578125
443.212677001953125	417.48944091796875
443.42578125       	535.21868896484375
443.638916015625   	1138.7069091796875
443.85198974609375 	578.9864501953125
444.0650634765625  	648.25244140625
444.27813720703125 	599.248779296875
444.4912109375     	731.179443359375
444.704254150390625	373.492156982421875
444.91729736328125 	717.37255859375
445.13031005859375 	655.70306396484375
445.34332275390625 	327.27886962890625
445.55633544921875 	1193.27099609375
445.769317626953125	1039.878173828125
445.9822998046875  	766.20245361328125
446.19525146484375 	1240.4302978515625
446.408203125      	606.71063232421875
446.62115478515625 	853.07550048828125
446.8341064453125  	512.777587890625
447.0469970703125  	460.35205078125
447.259918212890625	197.9221038818359375
447.47283935546875 	798.010498046875
447.68572998046875 	502.085662841796875
447.898590087890625	382.082061767578125
448.1114501953125  	757.71533203125
448.324310302734375	404.61883544921875
448.537139892578125	446.428314208984375
448.75             	607.7764892578125
448.962799072265625	196.8416595458984375
449.17559814453125 	975.60711669921875
449.388397216796875	650.38140869140625
449.6011962890625  	971.3887939453125
449.81396484375    	487.11083984375
450.0267333984375  	204.40386962890625
450.239471435546875	597.11651611328125
450.45220947265625 	725.86981201171875
450.664947509765625	285.30157470703125
450.877655029296875	626.95556640625
451.090362548828125	585.386474609375
451.303070068359375	715.2479248046875
451.5157470703125  	526.67156982421875
451.728424072265625	560.84613037109375
451.941070556640625	-45.16666412353515625
452.153717041015625	1200.610595703125
452.366363525390625	911.22418212890625
452.5789794921875  	457.13946533203125
452.791595458984375	1000.90728759765625
453.00421142578125 	998.799560546875
453.216796875      	495.66876220703125
453.42938232421875 	668.4716796875
453.641937255859375	529.87701416015625
453.8544921875     	1197.4652099609375
454.0670166015625  	1591.951171875
454.279571533203125	1014.6043701171875
454.492095947265625	29.947591781616210938
454.70458984375    	523.4658203125
454.917083740234375	492.459808349609375
455.12957763671875 	965.060302734375
455.342041015625   	902.77203369140625
455.55450439453125 	367.048126220703125
455.7669677734375  	1404.5458984375
455.97943115234375 	574.71905517578125
456.19183349609375 	637.60577392578125
456.404266357421875	320.824737548828125
456.616668701171875	806.4876708984375
456.829071044921875	429.28265380859375
457.04144287109375 	751.3486328125
457.253814697265625	802.24932861328125
457.4661865234375  	216.2832489013671875
457.67852783203125 	213.043914794921875
457.890869140625   	883.74749755859375
458.103179931640625	786.3509521484375
458.31549072265625 	493.529510498046875
458.527801513671875	227.078369140625
458.740081787109375	382.082061767578125
458.952362060546875	676.98138427734375
459.164642333984375	708.87322998046875
459.37689208984375 	283.147247314453125
459.589141845703125	237.8693695068359375
459.801361083984375	1128.205078125
460.013580322265625	1023.0308837890625
460.225799560546875	692.93109130859375
460.43798828125    	659.9598388671875
460.650177001953125	387.449493408203125
460.86236572265625 	1030.4024658203125
461.07452392578125 	649.31689453125
461.28668212890625 	706.748046875
461.498809814453125	197.9221038818359375
461.7109375        	186.03497314453125
461.92303466796875 	390.66949462890625
462.135162353515625	821.31781005859375
462.347259521484375	513.8465576171875
462.559326171875   	575.7860107421875
462.771392822265625	691.86798095703125
462.98345947265625 	375.639862060546875
463.19549560546875 	1156.5533447265625
463.40753173828125 	663.15203857421875
463.61956787109375 	170.8986053466796875
463.831573486328125	1009.33685302734375
464.0435791015625  	738.611572265625
464.25555419921875 	697.18310546875
464.467529296875   	273.450836181640625
464.67950439453125 	647.18792724609375
464.891448974609375	690.80487060546875
465.1033935546875  	97.261322021484375
465.3153076171875  	559.77874755859375
465.527252197265625	377.78741455078125
465.7391357421875  	413.1998291015625
465.9510498046875  	582.1866455078125
466.16290283203125 	490.3203125
466.374786376953125	413.1998291015625
466.586669921875   	1287.5352783203125
466.798492431640625	453.926513671875
467.010345458984375	426.066741943359375
467.22216796875    	313.29315185546875
467.4339599609375  	282.070037841796875
467.645782470703125	429.28265380859375
467.8575439453125  	653.57452392578125
468.0693359375     	597.11651611328125
468.281097412109375	345.557861328125
468.49285888671875 	257.282928466796875
468.70458984375    	512.777587890625
468.91632080078125 	633.3460693359375
469.1280517578125  	540.5594482421875
469.339752197265625	758.7763671875
469.55145263671875 	565.11541748046875
469.76312255859375 	-82.2590484619140625
469.97479248046875 	676.98138427734375
470.18646240234375 	894.3179931640625
470.398101806640625	443.214202880859375
470.6097412109375  	568.31695556640625
470.821380615234375	192.5194854736328125
471.032989501953125	540.5594482421875
471.24456787109375 	940.7911376953125
471.4561767578125  	-33.177524566650390625
471.667724609375   	1016.711181640625
471.879302978515625	414.27227783203125
472.090850830078125	903.8287353515625
472.302398681640625	726.9317626953125
472.513916015625   	779.98956298828125
472.7254638671875  	645.058837890625
472.93695068359375 	361.677001953125
473.1484375        	199.00250244140625
473.35992431640625 	765.1417236328125
473.5714111328125  	939.73553466796875
473.7828369140625  	574.71905517578125
473.99432373046875 	620.56378173828125
474.20574951171875 	512.777587890625
474.41717529296875 	233.5534515380859375
474.628570556640625	532.0137939453125
474.8399658203125  	492.459808349609375
475.051361083984375	1289.62744140625
475.26275634765625 	84.24594879150390625
475.474090576171875	452.855438232421875
475.685455322265625	471.058349609375
475.89678955078125 	338.0325927734375
476.108123779296875	1034.6142578125
476.319427490234375	303.606781005859375
476.530731201171875	214.1237335205078125
476.742034912109375	935.5130615234375
476.95330810546875 	1174.391845703125
477.164581298828125	997.7457275390625
477.3758544921875  	162.245574951171875
477.58709716796875 	587.51953125
477.798309326171875	703.55999755859375
478.009521484375   	386.376068115234375
478.220733642578125	539.49139404296875
478.43194580078125 	622.69451904296875
478.64312744140625 	303.606781005859375
478.85430908203125 	17.98715972900390625
479.0654296875     	759.83734130859375
479.276611328125   	993.52984619140625
479.48773193359375 	632.28106689453125
479.6988525390625  	913.3369140625
479.90997314453125 	371.34429931640625
480.12109375       	1071.44677734375
480.3321533203125  	664.21600341796875
480.543243408203125	721.62139892578125
480.75433349609375 	-137.998291015625
480.965362548828125	193.60009765625
481.1763916015625  	415.344696044921875
481.387451171875   	812.84423828125
481.59844970703125 	296.07073974609375
481.8094482421875  	732.24127197265625
482.02044677734375 	776.808349609375
482.2314453125     	210.8841552734375
482.4423828125     	311.140899658203125
482.65338134765625 	1285.4427490234375
482.86431884765625 	433.569976806640625
483.07525634765625 	662.0880126953125
483.2861328125     	318.673065185546875
483.4970703125     	778.92919921875
483.70794677734375 	497.807891845703125
483.918853759765625	784.2305908203125
484.12969970703125 	-34.26721954345703125
484.340576171875   	1052.5087890625
484.55145263671875 	188.1966400146484375
484.76226806640625 	764.08087158203125
484.97308349609375 	546.96722412109375
485.18389892578125 	555.5087890625
485.39471435546875 	162.245574951171875
485.605499267578125	565.11541748046875
485.8162841796875  	562.9808349609375
486.02703857421875 	649.31689453125
486.23779296875    	333.7315673828125
486.44854736328125 	859.42364501953125
486.65924072265625 	523.4658203125
486.8699951171875  	768.32391357421875
487.0806884765625  	1067.2391357421875
487.2913818359375  	670.59930419921875
487.5020751953125  	654.63885498046875
487.71270751953125 	549.102783203125
487.923370361328125	930.2342529296875
488.134033203125   	350.931884765625
488.34466552734375 	852.01739501953125
488.555267333984375	906.99835205078125
488.765869140625   	283.147247314453125
488.976470947265625	800.12994384765625
489.18707275390625 	214.1237335205078125
489.39764404296875 	436.785064697265625
489.608184814453125	768.32391357421875
489.8187255859375  	342.332977294921875
490.029296875      	279.91546630859375
490.23980712890625 	616.30194091796875
490.4503173828125  	724.8077392578125
490.66082763671875 	823.4359130859375
490.87127685546875 	428.210723876953125
491.081787109375   	294.9940185546875
491.292236328125   	210.8841552734375
491.502685546875   	701.43450927734375
491.713104248046875	752.4097900390625
491.92352294921875 	573.65216064453125
492.133941650390625	219.522216796875
492.3443603515625  	450.713226318359375
492.55474853515625 	504.224365234375
492.76513671875    	954.510498046875
492.9754638671875  	773.626953125
493.18585205078125 	974.5526123046875
493.39617919921875 	737.5499267578125
493.60650634765625 	32.121639251708984375
493.81683349609375 	1223.6688232421875
494.027099609375   	447.49957275390625
494.2374267578125  	413.1998291015625
494.44769287109375 	748.164794921875
494.657958984375   	1235.1929931640625
494.86822509765625 	420.706207275390625
495.078460693359375	847.7845458984375
495.2886962890625  	1250.9027099609375
495.4989013671875  	369.196258544921875
495.7091064453125  	11.461018562316894531
495.9193115234375  	228.15765380859375
496.129486083984375	580.05322265625
496.33966064453125 	111.3542938232421875
496.5498046875     	85.33080291748046875
496.75994873046875 	570.45111083984375
496.9700927734375  	949.234375
497.180206298828125	479.6207275390625
497.39031982421875 	379.934783935546875
497.60040283203125 	596.05035400390625
497.81048583984375 	908.054931640625
498.02056884765625 	446.428314208984375
498.230621337890625	702.49725341796875
498.440673828125   	462.493621826171875
498.65069580078125 	648.25244140625
498.8607177734375  	-232.2702789306640625
499.07073974609375 	619.4984130859375
499.280731201171875	909.111328125
499.49072265625    	805.42816162109375
499.70068359375    	887.97607421875
499.91064453125    	769.38458251953125
500.12060546875    	584.31988525390625
500.33050537109375 	707.8106689453125
500.54046630859375 	1251.94970703125
500.7503662109375  	324.052001953125
500.96026611328125 	526.67156982421875
501.170166015625   	403.5460205078125
501.3800048828125  	469.9879150390625
501.58990478515625 	605.644775390625
501.79974365234375 	538.42327880859375
502.00958251953125 	-14.659666061401367188
502.219390869140625	630.1510009765625
502.42919921875    	704.62274169921875
502.639007568359375	1017.7645263671875
502.84881591796875 	1066.1871337890625
503.05859375       	524.534423828125
503.268310546875   	665.280029296875
503.47808837890625 	469.9879150390625
503.68780517578125 	1058.822509765625
503.897552490234375	529.87701416015625
504.10723876953125 	414.27227783203125
504.31695556640625 	984.04241943359375
504.526641845703125	682.29876708984375
504.736328125      	820.25872802734375
504.94598388671875 	507.43206787109375
505.1556396484375  	835.0830078125
505.36529541015625 	435.71337890625
505.57489013671875 	469.9879150390625
505.784515380859375	478.550567626953125
505.994140625      	913.3369140625
506.203704833984375	811.78485107421875
506.41326904296875 	1004.068603515625
506.62286376953125 	350.931884765625
506.8323974609375  	823.4359130859375
507.04193115234375 	917.56201171875
507.25146484375    	914.39324951171875
507.46099853515625 	721.62139892578125
507.67047119140625 	608.84228515625
507.879974365234375	283.147247314453125
508.0894775390625  	849.90106201171875
508.298919677734375	771.505859375
508.50836181640625 	783.17041015625
508.717803955078125	110.270477294921875
508.92724609375    	308.988494873046875
509.13665771484375 	878.46112060546875
509.3460693359375  	650.38140869140625
509.555419921875   	370.270294189453125
509.76483154296875 	283.147247314453125
509.97418212890625 	1206.900390625
510.18353271484375 	830.84814453125
510.39288330078125 	246.4992523193359375
510.60223388671875 	433.569976806640625
510.8115234375     	571.5181884765625
511.02081298828125 	473.199188232421875
511.2301025390625  	1307.407958984375
511.43939208984375 	552.30596923828125
511.648681640625   	529.87701416015625
511.85791015625    	659.9598388671875
512.067138671875   	853.07550048828125
512.2763671875     	802.24932861328125
512.485595703125   	1001.9610595703125
512.69482421875    	857.30767822265625
512.90399169921875 	355.23040771484375
513.1131591796875  	853.07550048828125
513.32232666015625 	863.65509033203125
513.531494140625   	635.47601318359375
513.7406005859375  	1305.3165283203125
513.94976806640625 	298.224090576171875
514.15887451171875 	782.11016845703125
514.36798095703125 	375.639862060546875
514.5770263671875  	900.65875244140625
514.7861328125     	364.899810791015625
514.99517822265625 	430.35455322265625
515.2042236328125  	512.777587890625
515.41326904296875 	359.528289794921875
515.622314453125   	562.9808349609375
515.831298828125   	413.1998291015625
516.04034423828125 	569.38409423828125
516.24932861328125 	244.3420257568359375
516.45831298828125 	459.281219482421875
516.667236328125   	842.4927978515625
516.876220703125   	968.224609375
517.08514404296875 	717.37255859375
517.2940673828125  	773.626953125
517.50299072265625 	497.807891845703125
517.7119140625     	583.2532958984375
517.9207763671875  	838.2587890625
518.129638671875   	1064.0831298828125
518.3385009765625  	539.49139404296875
518.54736328125    	935.5130615234375
518.75616455078125 	384.2291259765625
518.96502685546875 	609.90802001953125
519.173828125      	809.66607666015625
519.38262939453125 	619.4984130859375
519.5914306640625  	603.512939453125
519.8001708984375  	220.6017913818359375
520.0089111328125  	668.4716796875
520.21771240234375 	536.28692626953125
520.42645263671875 	713.1231689453125
520.6351318359375  	1054.6134033203125
520.8438720703125  	756.654296875
521.05255126953125 	715.2479248046875
521.26123046875    	1610.64990234375
521.46990966796875 	1127.15478515625
521.6785888671875  	608.84228515625
521.88720703125    	726.9317626953125
522.09588623046875 	988.25933837890625
522.30450439453125 	535.21868896484375
522.5130615234375  	398.181488037109375
522.7216796875     	422.850555419921875
522.9302978515625  	1389.93701171875
523.13885498046875 	884.8046875
523.347412109375   	407.837005615234375
523.555908203125   	291.7635498046875
523.76446533203125 	932.3458251953125
523.9730224609375  	769.38458251953125
524.1815185546875  	365.973968505859375
524.3900146484375  	685.48883056640625
524.5985107421875  	588.58599853515625
524.80694580078125 	126.52323150634765625
525.015380859375   	490.3203125
525.223876953125   	691.86798095703125
525.4322509765625  	740.7347412109375
525.64068603515625 	159
525.84912109375    	696.1201171875
526.0574951171875  	575.7860107421875
